Date,Open,High,Low,Close,Volume,boll_mavg,boll_hband,boll_lband,boll_hband_ind,boll_lband_ind,boll_bandwidth,RSI,daily_return,ROC,MACD,on_balance_volume,avg_close,max_close,min_close,max_close_pct,min_close_pct,boll_hband_num,boll_lband_num,pct_change,DX-Y.NYB_Open,DX-Y.NYB_High,DX-Y.NYB_Low,DX-Y.NYB_Close,DX-Y.NYB_Volume,DX-Y.NYB_boll_mavg,DX-Y.NYB_boll_hband,DX-Y.NYB_boll_lband,DX-Y.NYB_boll_hband_ind,DX-Y.NYB_boll_lband_ind,DX-Y.NYB_boll_bandwidth,DX-Y.NYB_RSI,DX-Y.NYB_daily_return,DX-Y.NYB_ROC,DX-Y.NYB_MACD,DX-Y.NYB_on_balance_volume,DX-Y.NYB_avg_close,DX-Y.NYB_max_close,DX-Y.NYB_min_close,DX-Y.NYB_max_close_pct,DX-Y.NYB_min_close_pct,DX-Y.NYB_boll_hband_num,DX-Y.NYB_boll_lband_num,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-USD_boll_mavg,BTC-USD_boll_hband,BTC-USD_boll_lband,BTC-USD_boll_hband_ind,BTC-USD_boll_lband_ind,BTC-USD_boll_bandwidth,BTC-USD_RSI,BTC-USD_daily_return,BTC-USD_ROC,BTC-USD_MACD,BTC-USD_on_balance_volume,BTC-USD_avg_close,BTC-USD_max_close,BTC-USD_min_close,BTC-USD_max_close_pct,BTC-USD_min_close_pct,BTC-USD_boll_hband_num,BTC-USD_boll_lband_num,day
2020-03-30,1641.199951171875,1652.800048828125,1607.199951171875,1622.0,16389,1589.1600036621094,1738.3579296521546,1439.9620776720642,0.0,0.0,18.776954573010755,53.971835761143105,-2.5357500546829836,9.159430200534928,10.473576116041613,3519158,1589.1600036621094,1674.5,1477.300048828125,1.0537013240587672,0.9296106404791142,0.0,3.0,1.0845145937933987,98.30999755859375,99.31999969482422,98.29000091552734,99.18000030517578,0.0,98.89800033569335,103.61398424832304,94.18201642306367,0.0,0.0,9.537066263467478,47.25330282971873,0.8234192700801612,1.7543850036491473,0.3499842711040202,0.0,98.89800033569335,102.81999969482422,94.9000015258789,1.0396570137497045,0.9595745232841525,3.0,0.0,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,6026.747290039062,7465.370586114126,4588.123993963998,0.0,0.0,47.74128487029161,48.732399208365315,8.574723804008189,22.743482158719697,-220.6575340815425,-235308752182,6026.747290039062,7911.43017578125,4970.7880859375,1.3127197466628757,0.8247878742407468,0.0,3.0,32
2020-03-31,1618.699951171875,1621.0,1576.0,1583.4000244140625,2874,1585.0100036621093,1729.9395121507746,1440.080495173444,0.0,0.0,18.28751971959935,47.79878176900963,-2.3797765466052723,3.8363170741293953,7.304565563448705,3516284,1585.0100036621093,1674.5,1477.300048828125,1.056460209166584,0.9320446214313322,0.0,3.0,1.0104658739081445,99.25,99.94999694824219,98.88999938964844,98.94999694824219,0.0,98.98800010681153,103.63531601932463,94.34068419429842,0.0,0.0,9.38965512486057,45.856523357000235,-0.23190497703758917,0.20252855518196203,0.233116048688359,0.0,98.98800010681153,102.81999969482422,94.9000015258789,1.038711758838221,0.9587020792770686,3.0,0.0,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,5953.1080078125,7124.206621919802,4782.009393705197,0.0,0.0,39.34410773567096,48.89117843911038,0.13690436954885143,3.9968333293505465,-188.8343014152615,-202522283370,5953.1080078125,6734.8037109375,4970.7880859375,1.1313088393657817,0.8349904082731471,0.0,3.0,33
2020-04-01,1570.0,1600.0,1570.0,1578.199951171875,2158,1580.3799987792968,1719.8651364928655,1440.894861065728,0.0,0.0,17.652101117618376,46.9942238972715,-0.32841184552284686,6.830020917131176,4.381965859591901,3514126,1580.3799987792968,1674.5,1477.300048828125,1.0595552976457576,0.9347752122712311,0.0,3.0,0.9506083589858444,99.01000213623047,99.83999633789062,98.91000366210938,99.66999816894531,0.0,99.10450019836426,103.69722238593948,94.51177801078904,0.0,0.0,9.268443266214108,50.90425309915486,0.7276414784325169,1.6107675502525811,0.20490433520883755,0.0,99.10450019836426,102.81999969482422,94.9000015258789,1.0374907243265759,0.9575750983651623,3.0,0.0,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426265,6034.907421875,7147.190374377316,4922.624469372684,0.0,0.0,36.861640941518814,52.043210659525926,2.6112924097839496,6.581910592576756,-147.45011652199173,-162175857105,6034.907421875,6734.8037109375,5014.47998046875,1.1159746521587977,0.8309124945798736,0.0,2.0,34
2020-04-02,1590.9000244140625,1631.199951171875,1586.0,1625.699951171875,1294,1577.9399963378905,1712.3697322088392,1443.5102604669419,0.0,0.0,17.038637233726938,54.72830702144795,3.009758045216593,9.948598540159242,6.255158877782833,3515420,1577.9399963378905,1664.199951171875,1477.300048828125,1.0546661818790182,0.9362206752200132,0.0,3.0,0.9959565659138536,99.51000213623047,100.41000366210938,99.33999633789062,100.18000030517578,0.0,99.27250022888184,103.7633523347795,94.78164812298418,0.0,0.0,9.047524934989223,54.26038278472289,0.5116907249922864,0.602529085246492,0.2246282416104748,0.0,99.27250022888184,102.81999969482422,94.9000015258789,1.0357349664586195,0.9559545826596314,3.0,0.0,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,6096.403295898437,7233.404069512424,4959.40252228445,0.0,0.0,37.300707267150216,55.4368594525199,2.828128789998541,9.839152330746247,-98.08449326025129,-114515210981,6096.403295898437,6793.62451171875,5014.47998046875,1.1143659928616259,0.8225308820763896,0.0,1.0,35
2020-04-03,1624.5,1636.0,1619.800048828125,1633.699951171875,643,1576.6699951171875,1708.4628186708226,1444.8771715635523,0.0,0.0,16.717870443629455,55.931587609547115,0.49209572739625784,10.087597787862197,8.22613450808376,3516063,1576.6699951171875,1664.199951171875,1477.300048828125,1.0555157111670548,0.9369747971377633,0.0,3.0,0.990061193469057,100.19999694824219,100.8499984741211,100.13999938964844,100.58000183105469,0.0,99.50400047302246,103.75693941719523,95.25106152884969,0.0,0.0,8.548277303334807,56.83198664239426,0.3992828155923167,-0.5733509391636507,0.2699715556616269,0.0,99.50400047302246,102.81999969482422,94.9000015258789,1.0333252854763442,0.9537305140973524,3.0,0.0,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504902,6173.054345703125,7263.853334764591,5082.25535664166,0.0,0.0,35.34065724921852,54.0663621752093,-0.8866740365705117,15.490443254567992,-65.05802807822329,-153491715883,6173.054345703125,6793.62451171875,5014.47998046875,1.1005288680874137,0.8123174849350187,0.0,0.0,36
2020-04-06,1629.0999755859375,1696.699951171875,1625.9000244140625,1677.0,1063,1578.4499938964843,1714.5819203319263,1442.3180674610423,0.0,0.0,17.248810790564658,62.00487632077632,2.6504284827250757,12.128913304040049,13.291646505103927,3517126,1578.4499938964843,1677.0,1477.300048828125,1.0624346710282788,0.9359181821030228,0.0,3.0,1.0326990422979376,100.66000366210938,100.93000030517578,100.4800033569336,100.69000244140625,0.0,99.79350051879882,103.5075559073984,96.07944513019925,0.0,0.0,7.4434815279376485,57.561053035378364,0.10936628390236791,-2.01440215238609,0.30838641577908277,0.0,99.79350051879882,102.81999969482422,96.41000366210938,1.0303276181343621,0.9660950178208041,3.0,0.0,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904614,6437.955029296875,7306.034799276757,5569.875259316993,0.0,0.0,26.967562402332906,63.658826983879415,7.0776424294876294,8.841680773776336,51.09427052740102,-102919232542,6437.955029296875,7271.78125,5238.4384765625,1.1295172483977713,0.8136805014518126,0.0,0.0,37
2020-04-07,1695.699951171875,1724.4000244140625,1658.0,1664.800048828125,1144,1582.2249938964844,1723.443337442782,1441.0066503501869,0.0,0.0,17.85060204345838,59.44036179511432,-0.7274866530635027,6.241228387244735,15.755009890526253,3515982,1582.2249938964844,1677.0,1477.300048828125,1.0598998287026908,0.9336851930205168,0.0,3.0,1.00036059228089,100.75,100.79000091552734,99.7699966430664,99.9800033569336,0.0,99.97200050354004,103.34603442708855,96.59796657999154,0.0,0.0,6.7499578012926404,51.34233561622196,-0.7051336451062484,-2.7621049857225253,0.2700115834306871,0.0,99.97200050354004,102.81999969482422,96.51000213623047,1.0284879684005455,0.965370320190932,3.0,0.0,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482667,6534.853833007813,7267.862342728755,5801.845323286871,0.0,0.0,22.433815000374953,61.003455423891616,-1.3114627068677276,6.84848061870105,84.56680807293742,-147162715209,6534.853833007813,7271.78125,5830.2548828125,1.1127687681811547,0.8921783152002032,0.0,0.0,38
2020-04-08,1669.699951171875,1677.0,1662.5,1665.4000244140625,747,1589.7099975585938,1731.8965662389398,1447.5234288782478,0.0,0.0,17.888365664015428,59.53182069221832,0.03603889766581325,0.3132196961285872,17.357670544482062,3516729,1589.7099975585938,1677.0,1477.300048828125,1.0549093876087225,0.9292890219580282,0.0,2.0,1.0267571050641568,99.91000366210938,100.43000030517578,99.9000015258789,100.12000274658203,0.0,100.15250053405762,103.12925686720399,97.17574420091125,0.0,0.0,5.944447352333655,52.46743069885226,0.14002739042588974,-2.312416007987155,0.24904987402663892,0.0,100.15250053405762,102.81999969482422,97.47000122070312,1.0266343740450043,0.9732158528339261,3.0,0.0,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249548,6591.99912109375,7384.701472658222,5799.296769529277,0.0,0.0,24.05043863030572,63.77916319118274,2.197254365887824,13.358998960539834,121.53312118384656,-109599465661,6591.99912109375,7334.0986328125,5830.2548828125,1.1125757904524145,0.8844441232032718,0.0,0.0,39
2020-04-09,1662.699951171875,1736.199951171875,1662.699951171875,1736.199951171875,825,1602.2249938964844,1749.6260759034076,1454.8239118895613,0.0,0.0,18.399548448992224,68.76629392924008,4.251226475316172,6.36524531248668,24.37335376874512,3517554,1602.2249938964844,1736.199951171875,1477.300048828125,1.0836180672413391,0.9220303355994017,0.0,1.0,1.096501152205272,100.12999725341797,100.30000305175781,99.36000061035156,99.5199966430664,0.0,100.25500030517578,102.9862830030678,97.52371760728377,0.0,0.0,5.448671267424069,47.26329103069263,-0.5992869427244529,-2.1820338778419477,0.1772716321456329,0.0,100.25500030517578,102.81999969482422,98.08999633789062,1.0255847526990234,0.9784050275727405,3.0,0.0,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139177,6647.1646728515625,7475.491404480095,5818.83794122303,0.0,0.0,24.922708324395686,62.771408122862155,-0.43644459866604146,16.979535299283565,144.0219588910113,-144414604838,6647.1646728515625,7334.0986328125,5830.2548828125,1.1033424014251554,0.8771040240095908,0.0,0.0,40
2020-04-13,1722.0,1756.800048828125,1710.699951171875,1744.800048828125,696,1626.264990234375,1777.4657897656984,1475.0641907030517,0.0,0.0,18.594853906254542,69.77649943949083,0.3797087700871504,7.445041110685727,33.0419031206427,4095035,1626.264990234375,1744.800048828125,1478.5999755859375,1.0728879114446574,0.9091999055903206,0.0,0.0,1.0732608114863984,99.48999786376953,99.62999725341797,99.13999938964844,99.5,0.0,100.29250030517578,102.9599485397722,97.62505207057936,0.0,0.0,5.319337391090572,47.09032939197899,-0.020093090575679096,-1.5338970855487266,0.1193361397146191,0.0,100.29250030517578,102.81999969482422,98.08999633789062,1.0252012800753558,0.9780391957466087,3.0,0.0,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647,6765.877954101563,7464.960149984461,6066.795758218665,0.0,0.0,20.66493663129426,49.75476784177372,-1.8082418492216368,3.606315958446428,75.60737018322652,-222119272790,6765.877954101563,7334.0986328125,5922.04296875,1.0839832882835958,0.8752807852763559,0.0,0.0,42
2020-04-14,1756.800048828125,1775.0,1739.5,1756.699951171875,675,1640.169989013672,1785.5314361426517,1494.8085418846922,0.0,0.0,17.725168501149557,71.24063747307802,0.6820209772313124,5.558226337818634,36.25677876223676,4095710,1640.169989013672,1756.699951171875,1484.0,1.0710474907715384,0.9047842662286573,0.0,0.0,1.0752892230374191,99.37999725341797,99.43000030517578,98.83000183105469,98.88999938964844,0.0,100.33250045776367,102.88829330027907,97.77670761524827,0.0,0.0,5.094645963879466,41.89387595468243,-0.6130659400518268,-0.5330907152062538,0.021568494815966233,0.0,100.33250045776367,102.81999969482422,98.37000274658203,1.0247925570050722,0.9804400597789569,3.0,0.0,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434051,6773.94619140625,7472.651271446605,6075.241111365895,0.0,0.0,20.629188963052744,49.678119102811685,-0.03812781513637953,0.7183679723844945,60.989051658711105,-256229706841,6773.94619140625,7334.0986328125,5922.04296875,1.0826921893942538,0.8742382654682118,0.0,0.0,43
2020-04-15,1739.4000244140625,1744.9000244140625,1722.699951171875,1727.199951171875,642,1652.3299865722656,1783.3853867581288,1521.2745863864025,0.0,0.0,15.863102558313507,62.85368618861979,-1.6792850697309403,6.485816964973798,35.454686206668384,4095068,1652.3299865722656,1756.699951171875,1495.5999755859375,1.0631653274150905,0.9051460590438946,0.0,0.0,1.0299343775622392,98.81999969482422,99.9800033569336,98.81999969482422,99.45999908447266,0.0,100.32650032043458,102.88988361988478,97.76311702098437,0.0,0.0,5.110082164259639,47.86685611024585,0.5763977129560782,1.1080576471047199,-0.0018278141037484374,0.0,100.32650032043458,102.81999969482422,98.37000274658203,1.0248538458575314,0.9804986960812582,3.0,0.0,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311030,6770.229663085937,7470.906706737077,6069.552619434798,0.0,0.0,20.69876735412737,43.90930783860744,-2.9275847531044064,-1.355593268937287,31.768072887273775,-288518017871,6770.229663085937,7334.0986328125,5922.04296875,1.0832865349902392,0.8747181799517676,0.0,0.0,44
2020-04-16,1731.0,1750.5999755859375,1715.0,1720.4000244140625,162,1663.5699890136718,1776.1933171475328,1550.946660879811,0.0,0.0,13.53995670487361,61.01399266902474,-0.39369655801569925,8.652267139549709,33.65825717210055,4094906,1663.5699890136718,1756.699951171875,1567.0,1.0559819922054616,0.9419501495870769,0.0,0.0,1.0333973894493065,99.62999725341797,100.30000305175781,99.61000061035156,100.02999877929688,0.0,100.27000007629394,102.80708539181079,97.73291476077709,0.0,0.0,5.060507257577376,53.210914696642014,0.5730944098844226,0.8570260854059868,0.03023511372148846,0.0,100.27000007629394,102.81999969482422,98.37000274658203,1.0254313315706594,0.9810511885083651,2.0,0.0,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242376,6802.5799560546875,7504.529483799503,6100.630428309872,0.0,0.0,20.63774427583289,57.04346649205227,7.146740203164859,3.629790505248034,50.68593893612615,-241734775495,6802.5799560546875,7334.0986328125,5922.04296875,1.078134866505278,0.8705583774107706,0.0,0.0,45
2020-04-17,1715.699951171875,1725.0,1684.9000244140625,1689.199951171875,223,1669.6799865722655,1773.607423737382,1565.752549407149,0.0,0.0,12.448785156546338,53.09171040929111,-1.8135359683463026,7.033329326716692,29.044301074943405,4094683,1669.6799865722655,1756.699951171875,1578.199951171875,1.0521177502871406,0.9452110367638816,0.0,0.0,1.0142908168661677,99.86000061035156,100.29000091552734,99.62000274658203,99.77999877929688,0.0,100.12099990844726,102.39168172249607,97.85031809439845,0.0,0.0,4.535875223230238,50.679226878637046,-0.24992502554318508,0.8388093548793506,0.03180143494759591,0.0,100.12099990844726,102.81999969482422,98.37000274658203,1.026957379459304,0.9825111898256472,1.0,0.0,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567,6845.2794921875,7508.509734081555,6182.049250293446,0.0,0.0,19.37774031435816,56.40599464963539,-0.2897315751431484,4.491965298539362,62.02714569147065,-274248199062,6845.2794921875,7334.0986328125,5922.04296875,1.071409668689626,0.8651280017870435,0.0,0.0,46
